Sales_ID,Date_ID,Product_ID,Client_ID,Revenue,Units_Sold,Discount
91,20230104,6,3,5514,41,1
92,20250309,1,2,18524,25,0
93,20221101,3,5,13404,47,19
94,20210117,6,2,15032,97,23
95,20220222,6,1,2227,54,9
96,20250226,4,3,13142,24,4
97,20240116,6,5,6385,43,19
98,20241008,3,3,4719,92,24
99,20230812,6,1,14231,32,23
100,20250419,6,5,18691,36,8
101,20230613,1,2,10441,46,9
102,20241227,1,3,15887,79,7
103,20220624,1,2,7999,8,17
104,20210525,6,1,14513,60,9
105,20221129,2,3,1730,30,23
106,20240916,6,2,3999,11,9
107,20250608,3,4,11327,42,15
108,20251111,3,4,14877,9,2
109,20250714,2,5,4343,76,7
110,20250217,5,1,9896,87,24
111,20230607,2,2,12196,60,5
112,20240705,1,2,18201,72,10
113,20220306,4,2,16960,43,20
114,20220106,3,4,8358,36,4
115,20230319,6,1,16533,32,13
116,20240413,1,5,10847,32,11
117,20240124,3,3,11265,20,9
118,20230717,2,1,11962,75,8
119,20230305,1,2,18879,13,4
120,20241024,5,1,8291,33,9
121,20220531,5,2,10773,66,17
122,20220316,1,2,12088,13,16
123,20251003,1,5,4291,97,9
124,20220406,5,4,13524,1,21
125,20220714,2,2,11042,14,17
126,20220313,4,2,6274,65,3
127,20220309,5,2,2177,26,5
128,20231209,5,4,2181,77,7
129,20250306,4,1,14017,39,22
130,20220627,2,1,10822,6,12
131,20220831,3,5,4862,48,10
132,20220923,5,4,10269,80,18
133,20250905,1,4,17835,11,18
134,20210419,5,5,12363,99,15
135,20241117,2,1,19947,51,11
136,20221104,4,5,17116,68,12
137,20210427,5,1,19044,27,16
138,20250710,4,2,5352,98,10
139,20231225,6,2,16588,14,4
140,20230228,2,2,2577,64,5
141,20210523,6,4,3895,80,12
142,20250213,5,2,3954,58,21
143,20230502,6,1,1637,8,24
144,20250905,6,4,9066,62,2
145,20220802,4,3,4393,88,7
146,20240121,1,1,5459,56,6
147,20210805,4,3,2553,64,0
148,20240811,5,4,6669,89,3
149,20230121,4,3,2308,96,14
150,20210915,5,3,18329,76,12
151,20230608,4,1,10059,36,24
152,20230903,5,1,10491,57,12
153,20240502,4,3,1988,86,23
154,20240905,3,4,13693,2,7
155,20220520,2,1,6661,71,5
156,20240324,1,2,14864,75,11
157,20210924,5,2,18653,39,13
158,20240308,4,4,2322,90,22
159,20210716,3,3,14453,87,6
160,20250922,3,4,18502,25,23
161,20210930,5,2,19132,27,10
162,20230307,1,4,4797,61,1
163,20210514,1,5,13858,36,6
164,20230417,5,5,5122,82,1
165,20220407,2,5,11863,95,11
166,20250427,2,5,4182,82,10
167,20240120,3,4,16320,78,17
168,20220630,2,2,17071,14,11
169,20240404,3,3,8642,39,18
170,20210731,1,3,2929,62,19
171,20230714,2,2,6030,94,5
172,20210127,2,1,7660,95,18
173,20221028,1,2,18067,58,17
174,20250828,1,1,13392,81,2
175,20250101,6,4,15616,41,20
176,20230101,2,2,14275,50,13
177,20250312,5,1,14442,3,1
178,20251127,6,5,9173,26,1
179,20230217,5,4,18571,3,13
180,20220911,3,4,13866,26,11
181,20250326,6,4,6887,91,24
182,20250120,4,3,8727,61,17
183,20210922,2,3,2695,37,9
184,20250111,1,3,14202,77,13
185,20251126,1,4,8416,96,12
186,20230611,6,2,19504,82,5
187,20210223,5,1,6676,20,22
188,20220113,1,3,15924,7,4
189,20221118,2,2,10311,20,16
190,20210730,3,5,17925,88,11
191,20250325,4,4,9438,28,0
192,20241220,6,3,9406,72,22
193,20230319,6,5,14576,8,9
194,20240601,2,1,8694,10,2
195,20251005,5,4,15842,21,21
196,20230220,1,4,12554,19,14
197,20210409,2,3,7621,69,7
198,20240720,5,5,9170,94,21
199,20240810,5,3,5357,88,24
200,20220804,5,3,5802,46,4
201,20251019,3,3,1289,87,19
202,20251001,1,4,14276,10,4
203,20241030,3,2,15150,52,6
204,20240720,6,3,10284,86,18
205,20250819,5,4,6411,54,23
206,20220818,3,4,8772,87,18
207,20230518,4,2,14344,71,21
208,20250525,1,4,5058,39,10
209,20251101,5,5,10237,21,19
210,20240825,4,1,15136,15,14
211,20230408,1,2,7214,35,7
212,20240208,1,4,8546,33,24
213,20230216,6,2,8018,51,14
214,20231203,1,2,6487,4,16
215,20230616,4,2,7595,79,15
216,20210328,6,1,18149,92,20
217,20251007,4,5,18771,38,23
218,20220301,1,3,15065,72,7
219,20230910,2,4,6956,46,4
220,20231214,3,2,5727,25,0
221,20241204,6,3,12077,6,2
222,20220407,2,5,4712,86,19
223,20230602,5,1,8223,60,16
224,20250226,5,3,17225,3,21
225,20240620,5,1,12440,37,5
226,20230110,6,3,13940,36,17
227,20241010,1,2,16660,59,12
228,20210317,3,3,11318,70,20
229,20250823,5,2,1706,31,23
230,20230516,4,4,1474,92,11
231,20230125,1,4,10654,53,19
232,20230122,3,4,15190,10,3
233,20230717,6,2,19033,63,8
234,20210521,6,2,7870,78,6
235,20210312,6,4,15430,29,18
236,20230705,3,5,7498,50,3
237,20211023,2,4,15532,16,16
238,20251021,1,1,14808,64,9
239,20211209,5,2,19187,5,1
240,20240502,3,4,3299,6,4
241,20210116,3,4,17287,52,8
242,20220228,1,1,6894,85,18
243,20250502,5,2,5990,61,0
244,20240725,5,2,7522,90,2
245,20240309,4,4,17590,80,6
246,20240712,4,2,19987,88,24
247,20210226,1,2,14102,16,0
248,20210919,5,2,3983,1,10
249,20230621,4,2,2301,43,19
250,20210913,1,4,10222,20,8
251,20230228,5,5,5249,72,6
252,20220709,1,4,14474,8,1
253,20211219,6,3,15568,49,5
254,20210917,4,2,12337,3,14
255,20220722,4,2,18286,7,24
256,20250911,1,2,10973,70,11
257,20241002,3,3,3910,61,4
258,20251205,3,5,1511,65,8
259,20231129,5,5,6765,13,13
260,20220306,5,2,4276,87,15
261,20230126,3,1,8406,13,1
262,20220728,3,1,19665,42,24
263,20230610,1,5,11780,98,5
264,20241016,2,1,18198,52,19
265,20230108,3,5,6224,2,7
266,20250114,6,3,12310,74,17
267,20220116,1,4,3711,57,7
268,20230418,1,1,7338,18,10
269,20241116,3,2,5901,34,5
270,20210707,3,5,5998,17,11
271,20220526,2,2,16152,25,23
272,20250717,4,2,13812,9,11
273,20240527,5,2,7190,4,3
274,20250607,1,2,12677,1,6
275,20251208,4,5,16782,51,3
276,20210213,1,4,19586,33,21
277,20211019,2,4,13029,16,2
278,20240330,6,3,16719,25,0
279,20230924,4,4,19467,30,3
280,20230601,6,4,13772,50,24
281,20231124,6,4,6725,79,5
282,20250303,6,3,12260,63,8
283,20240308,2,5,9599,50,14
284,20231121,2,4,3023,73,8
285,20210815,4,2,7312,66,23
286,20240922,4,3,2285,26,5
287,20250803,4,3,9759,29,22
288,20231029,4,5,19163,7,7
289,20240803,5,2,9020,24,19
290,20211114,6,2,18255,89,9
291,20250717,3,4,5118,2,17
292,20210429,6,4,1277,71,10
293,20250305,6,5,4575,97,6
294,20240705,6,1,9404,6,12
295,20220728,3,3,18387,24,12
296,20211103,5,5,17651,62,8
297,20240119,1,3,15606,52,7
298,20250118,2,4,14230,65,20
299,20250701,4,5,16823,56,4
300,20221126,6,5,17555,26,7
301,20210816,1,1,18564,93,1
302,20211009,6,1,16713,43,10
303,20220519,6,4,10644,1,15
304,20220731,5,2,2932,23,18
305,20230906,6,5,3595,25,3
306,20211119,5,2,13130,53,6
307,20240617,5,1,7761,21,13
308,20251026,3,4,1492,90,16
309,20221125,4,3,17306,17,6
310,20210525,6,1,9775,14,0
311,20251127,5,5,16285,64,23
312,20230725,5,4,15263,87,20
313,20251011,5,1,12906,43,21
314,20251107,4,4,13958,6,10
315,20240309,5,5,5353,45,16
316,20220325,5,5,18053,16,20
317,20210616,3,3,15134,30,24
318,20211018,4,2,1189,67,18
319,20250712,4,4,7077,73,22
320,20220223,4,1,11095,9,15
321,20210423,2,4,6988,89,20
322,20240212,3,4,14630,28,20
323,20211221,4,1,7585,16,24
324,20210425,5,2,5882,75,7
325,20230517,3,5,11730,73,1
326,20250505,4,5,19208,14,22
327,20220902,4,1,2772,29,17
328,20240702,4,4,13287,5,18
329,20210830,4,2,3204,23,1
330,20210213,4,3,10084,64,13
331,20210913,1,5,3422,98,16
332,20220413,6,4,18695,11,0
333,20220405,4,1,18788,9,16
334,20251009,1,1,16143,70,22
335,20230929,6,2,16695,99,2
336,20250810,6,3,16791,66,0
337,20230403,6,3,16392,12,18
338,20210126,6,3,17358,45,24
339,20250804,1,5,8447,34,21
340,20221016,3,3,1854,60,20
341,20210412,4,1,11782,13,13
342,20250403,6,3,17353,48,13
343,20230925,1,5,2429,62,15
344,20210703,4,3,15775,29,8
345,20220416,6,1,11174,27,11
346,20220711,5,4,15289,75,4
347,20231213,1,1,9621,24,16
348,20240104,1,5,8075,57,22
349,20220228,5,5,17250,74,19
350,20220411,2,5,8643,44,15
351,20250621,5,2,1833,47,16
352,20231212,3,4,11058,51,2
353,20240324,2,5,1684,66,24
354,20240714,1,5,15651,57,5
355,20250804,6,3,17344,29,22
356,20230318,2,4,9703,37,18
357,20210513,5,4,6899,20,16
358,20210120,1,4,14828,39,11
359,20221026,6,3,13310,47,2
360,20220801,5,3,10532,4,24
361,20231016,1,2,17390,22,19
362,20210630,5,4,18917,59,21
363,20210101,3,3,14613,49,7
364,20240108,2,3,7280,25,8
365,20250620,5,4,3359,63,3
366,20250713,5,1,11297,14,7
367,20230501,3,3,10861,83,21
368,20250419,3,1,14421,20,17
369,20221119,1,2,18073,13,7
370,20210603,3,3,9436,71,7
371,20210217,4,3,19622,54,18
372,20211221,5,3,3757,19,24
373,20240409,1,5,6355,10,15
374,20221204,3,2,19302,45,7
375,20211002,5,4,9676,84,1
376,20210614,1,3,18913,25,1
377,20240222,5,4,10383,87,4
378,20221219,4,5,7866,63,14
379,20230422,2,2,19525,19,23
380,20240817,5,3,19943,23,8
381,20220710,2,1,9419,5,16
382,20240412,3,4,7767,74,19
383,20250531,1,3,13997,75,11
384,20210425,2,3,19618,24,8
385,20240315,6,3,12575,64,14
386,20251031,3,5,14908,81,1
387,20210616,3,3,16921,91,7
388,20231107,1,2,5129,86,6
389,20210315,2,1,10144,22,19
390,20240814,4,4,2065,65,12
391,20230317,4,3,11026,67,4
392,20250906,6,5,9156,97,11
393,20240606,2,1,13062,35,13
394,20251004,5,4,17051,80,21
395,20251106,6,2,15258,82,12
396,20240818,2,2,6395,59,13
397,20240717,5,4,13164,73,8
398,20240306,4,5,14289,44,8
399,20211101,6,2,2797,32,22
400,20250627,3,5,16310,12,23
401,20250413,3,5,5160,66,18
402,20220718,6,3,18148,5,10
403,20230420,3,4,17964,11,10
404,20251106,4,1,8732,9,20
405,20220601,1,4,11543,21,20
406,20240219,6,3,18666,25,17
407,20240106,2,3,7848,8,22
408,20240209,5,1,12654,94,0
409,20240321,3,2,10736,7,21
410,20230722,4,5,15059,53,1
411,20250118,2,5,14577,54,19
412,20230707,2,3,12972,83,3
413,20210315,5,2,10447,83,1
414,20250603,3,1,17844,43,22
415,20231025,5,1,1879,62,24
416,20250328,6,5,6003,30,15
417,20230920,5,3,15907,94,23
418,20240218,1,3,18003,60,9
419,20241016,6,1,15726,61,18
420,20240707,6,4,11149,61,2
421,20221003,4,1,14658,46,23
422,20240523,2,2,4033,96,9
423,20210906,5,5,8795,42,20
424,20220721,1,2,7362,19,23
425,20250903,4,2,3031,19,5
426,20211209,1,2,16343,94,2
427,20251009,6,3,18208,12,18
428,20230920,5,4,5152,82,10
429,20231225,1,3,4697,83,14
430,20250705,1,4,3538,25,2
431,20210910,4,2,5019,91,20
432,20230429,6,2,8358,60,13
433,20211124,2,5,18414,45,15
434,20230430,1,4,14150,6,24
435,20250106,2,2,9010,20,8
436,20250317,2,5,17934,64,15
437,20210601,4,1,11539,11,8
438,20240818,6,3,18991,50,11
439,20251225,2,1,8839,63,9
440,20211031,4,2,1552,24,3
441,20240814,1,3,5671,35,23
442,20251024,5,4,8281,36,5
443,20210917,4,3,19172,72,12
444,20220416,5,4,12393,28,0
445,20211201,4,5,13356,97,17
446,20220312,2,3,11194,71,1
447,20250921,3,4,13629,64,7
448,20211003,3,2,6767,62,12
449,20250923,6,2,10399,85,16
450,20210815,2,2,5176,44,18
451,20210404,3,5,19753,58,2
452,20230520,5,1,11428,45,24
453,20251115,1,5,5871,91,6
454,20250627,1,2,19248,42,11
455,20250809,5,1,15325,85,1
456,20230617,1,1,7231,5,21
457,20250331,4,2,19310,99,2
458,20220605,1,3,5263,7,7
459,20240720,3,4,7538,48,15
460,20220303,4,1,7185,86,5
461,20221201,3,4,6379,89,5
462,20220414,2,1,11195,46,23
463,20230614,1,4,9863,67,13
464,20241120,2,4,18788,6,20
465,20220312,4,4,19881,93,21
466,20220412,5,2,9744,19,5
467,20210225,1,3,11830,87,16
468,20220810,2,5,18953,33,20
469,20241217,3,3,6201,25,6
470,20221126,2,4,3361,24,22
471,20231214,1,1,4620,73,21
472,20220610,2,4,10269,45,17
473,20210304,6,1,19443,59,8
474,20240309,5,1,16538,93,0
475,20251212,5,5,5214,15,20
476,20210612,3,4,5585,76,3
477,20211209,3,2,2121,53,24
478,20231216,3,4,13454,22,2
479,20220823,5,5,13247,31,8
480,20250112,3,3,13226,10,0
481,20250717,3,5,8426,17,1
482,20210419,4,2,16754,68,18
483,20210710,6,3,16673,58,11
484,20240624,5,3,19299,79,1
485,20211112,1,1,3487,6,20
486,20240625,3,5,3527,42,5
487,20250310,3,5,19542,52,15
488,20220302,3,1,17129,47,12
489,20250108,1,4,17142,47,7
490,20210902,2,4,18039,18,23
491,20240304,3,2,6483,54,19
492,20220201,3,3,12556,54,9
493,20210228,1,3,5211,99,13
494,20221226,3,3,15467,98,23
495,20230103,3,4,8081,78,2
496,20210213,4,1,13270,12,16
497,20250109,4,3,10676,26,22
498,20220405,6,4,18467,33,23
499,20220825,4,2,7996,93,7
500,20240905,2,4,12102,38,14
501,20231021,5,3,19528,11,12
502,20220719,4,5,16051,16,11
503,20251107,4,5,14534,59,14
504,20210517,1,2,9678,82,22
505,20220710,1,5,19526,35,4
506,20250115,5,3,2891,73,20
507,20240831,3,5,14435,89,7
508,20210709,1,5,3833,43,7
509,20230606,4,4,1593,35,15
510,20240817,5,1,9510,15,9
511,20230317,5,4,7832,32,21
512,20251031,1,5,1388,40,8
513,20230215,2,2,14314,1,14
514,20250530,5,2,12114,91,23
515,20240211,3,1,5621,34,20
516,20220715,5,3,19160,19,11
517,20220906,1,5,8687,14,20
518,20250725,3,3,14253,72,22
519,20220714,3,5,10855,58,11
520,20250503,6,4,7750,75,22
521,20220310,4,2,6687,83,18
522,20240305,3,1,14596,86,1
523,20250216,3,5,8572,48,16
524,20210323,3,3,19138,37,2
525,20240122,3,1,7531,76,15
526,20250215,5,4,9773,8,6
527,20230311,4,5,2625,26,21
528,20211202,1,4,9282,2,11
529,20250304,1,5,2480,4,1
530,20210130,2,3,5198,22,16
531,20250303,4,3,17321,64,23
532,20251229,2,4,12292,32,15
533,20250530,2,2,15810,4,5
534,20250321,6,5,4042,56,24
535,20240208,2,4,6495,28,12
536,20220819,3,5,11140,68,5
537,20240731,3,1,3430,36,4
538,20250108,3,2,9666,96,1
539,20220711,2,2,10455,97,6
540,20210328,2,3,17831,95,3
541,20211001,4,3,9597,54,1
542,20250109,3,1,3301,94,2
543,20210408,4,1,18824,42,1
544,20220329,3,4,14990,93,20
545,20251005,1,4,2473,71,1
546,20241008,4,4,15707,8,21
547,20251101,4,1,4981,67,0
548,20220612,4,4,2467,40,23
549,20220228,1,1,17000,67,0
550,20230326,4,5,10315,73,12
551,20210328,5,2,14471,5,1
552,20221002,1,4,17701,89,20
553,20250902,6,3,14445,51,21
554,20250704,2,5,13292,6,11
555,20220106,2,5,18838,11,10
556,20231221,4,5,2699,8,7
557,20210915,4,3,3286,94,22
558,20231129,3,1,13160,98,22
559,20230812,1,4,12047,55,9
560,20240227,4,2,10489,39,5
561,20250301,4,2,13464,92,13
562,20220505,3,3,12041,27,2
563,20250730,2,5,3677,65,18
564,20250806,6,4,7535,39,0
565,20220706,1,4,1886,95,8
566,20211219,2,1,4100,36,11
567,20250925,2,4,3220,3,23
568,20221118,3,4,17594,72,24
569,20230716,3,1,17618,75,23
570,20210201,3,4,12126,76,17
571,20220327,5,5,10722,42,15
572,20210721,3,3,8477,15,7
573,20220428,5,1,17938,76,20
574,20220721,6,3,18434,71,19
575,20220501,5,2,15907,44,22
576,20220723,3,1,11032,68,9
577,20221130,4,3,19648,10,7
578,20250922,1,3,6827,37,10
579,20211225,1,3,10347,38,14
580,20220525,4,1,4200,66,11
581,20240811,6,5,1095,77,17
582,20250120,6,1,7969,77,19
583,20210929,5,5,19817,59,20
584,20250505,4,2,12089,3,11
585,20221016,6,5,9536,88,18
586,20230403,1,1,15455,30,11
587,20240902,3,2,4794,9,3
588,20250422,1,5,19748,58,9
589,20250204,2,5,4890,34,5
590,20250429,4,5,16168,88,20
591,20240715,3,2,13560,70,14
592,20220107,3,4,12970,59,19
593,20251112,1,5,1347,69,14
594,20220428,4,5,15434,70,10
595,20230920,1,2,2706,27,6
596,20231031,1,2,1362,61,17
597,20251215,3,5,14229,96,24
598,20240707,3,4,18315,53,14
599,20210615,2,1,11927,66,21
600,20250616,3,2,12636,7,13
601,20230513,6,3,18488,43,24
602,20211222,3,4,16909,92,21
603,20221219,5,5,17947,21,9
604,20220622,1,5,11268,75,14
605,20220409,1,4,16186,34,13
606,20251227,1,2,8295,86,20
607,20210921,4,1,12032,29,12
608,20220131,4,4,12125,55,1
609,20220716,6,5,8243,25,9
610,20221211,3,1,12010,11,13
611,20220724,3,1,4885,51,12
612,20220702,2,4,6874,76,4
613,20230304,2,2,7273,69,24
614,20230131,4,4,10144,66,19
615,20211011,3,1,11667,51,3
616,20241006,1,2,11929,23,3
617,20240930,1,5,19282,20,3
618,20220205,2,1,8689,47,8
619,20220428,3,5,16932,99,24
620,20240402,3,5,1425,21,3
621,20240309,3,5,10156,17,12
622,20240229,1,2,17346,38,19
623,20220218,2,4,9371,41,6
624,20210705,2,2,14614,94,18
625,20210415,2,1,13975,78,8
626,20231101,5,3,19497,79,12
627,20240825,6,5,15927,22,6
628,20211202,3,1,15400,99,10
629,20220610,5,1,4418,47,6
630,20240427,4,5,2297,35,16
631,20220913,2,5,12633,75,8
632,20210112,4,5,11130,47,23
633,20241007,5,5,13590,83,24
634,20220923,6,4,8674,23,2
635,20210418,2,4,7171,30,2
636,20251124,6,1,13632,79,22
637,20230804,3,1,3872,73,10
638,20210613,5,2,8491,42,10
639,20240326,6,4,15919,1,22
640,20250204,4,1,15477,70,3
641,20231023,2,2,2461,52,13
642,20211213,4,4,15022,82,5
643,20210113,5,3,9329,2,1
644,20231225,1,3,8399,78,1
645,20240507,1,2,7693,79,19
646,20210625,2,2,16428,6,2
647,20230718,4,3,11331,96,17
648,20230606,5,4,9980,70,17
649,20241114,6,5,12300,40,23
650,20211126,6,1,6984,90,21
651,20230602,6,1,6613,35,14
652,20221104,3,5,8905,67,19
653,20230210,5,4,3348,96,15
654,20210411,4,4,5302,55,10
655,20250215,2,4,13958,75,2
656,20240823,5,3,13166,60,21
657,20250709,2,2,15846,39,14
658,20220608,6,5,5058,75,7
659,20230926,2,5,9710,61,6
660,20210612,4,5,13284,40,14
661,20221124,2,2,7598,36,5
662,20231016,2,2,6280,41,17
663,20250321,1,1,3936,69,11
664,20220904,4,2,11565,20,5
665,20210907,4,4,2505,80,24
666,20251201,2,2,1932,44,18
667,20230815,6,5,14734,36,22
668,20250905,2,3,5614,39,14
669,20231018,2,1,5365,48,16
670,20240303,6,3,19982,75,7
671,20250503,5,2,2389,7,11
672,20210501,5,4,19965,52,7
673,20230220,6,1,11198,8,19
674,20240112,4,3,1787,49,17
675,20241230,6,5,15295,39,18
676,20230117,1,4,2410,58,16
677,20251006,5,4,5134,6,11
678,20210225,1,2,7274,26,15
679,20240216,2,3,2133,4,1
680,20250129,4,2,10818,11,2
681,20220618,1,5,9151,59,6
682,20230502,2,1,9668,25,24
683,20220103,6,2,5507,22,9
684,20250710,5,4,2179,14,22
685,20250823,5,4,15648,51,11
686,20250215,6,3,6447,22,12
687,20210616,4,2,6253,63,11
688,20211030,2,2,4582,46,11
689,20211225,3,2,17216,26,11
690,20210414,4,3,10909,28,0
691,20210920,5,1,6198,25,14
692,20251211,2,4,16230,94,22
693,20240315,1,5,13082,16,6
694,20240925,1,1,5928,19,8
695,20250106,2,3,6429,48,6
696,20230826,4,4,3960,12,3
697,20221211,4,3,18119,60,3
698,20241010,6,3,9583,87,24
699,20240315,1,3,16245,57,23
700,20250502,5,5,1474,75,19
701,20211223,5,1,7019,40,11
702,20210525,1,4,7314,7,18
703,20211205,1,3,1117,74,21
704,20220613,6,2,5434,54,4
705,20231021,5,1,17040,34,15
706,20250802,6,1,18430,65,24
707,20210102,4,4,18245,70,20
708,20210406,3,5,18019,15,16
709,20230209,5,5,3193,98,21
710,20231207,4,1,15877,95,22
711,20210826,5,2,6412,49,5
712,20210205,2,1,11910,30,17
713,20231026,6,3,10943,17,17
714,20240211,3,1,8360,61,15
715,20220710,1,3,6042,65,9
716,20241209,3,3,1030,1,16
717,20211025,3,5,18589,18,5
718,20210219,6,4,19759,70,8
719,20241011,1,4,15335,82,23
720,20240630,4,1,16179,15,0
721,20240205,5,1,14652,82,16
722,20250927,5,4,10986,76,3
723,20210706,6,4,2363,57,19
724,20220803,4,1,6237,45,17
725,20241207,2,4,13775,69,13
726,20250218,5,1,4329,55,4
727,20240630,4,4,14006,80,13
728,20241022,6,5,7248,13,9
729,20240816,2,3,17561,31,0
730,20230806,4,2,4006,74,3
731,20231007,3,2,12705,26,2
732,20231013,4,4,11342,90,15
733,20231007,2,4,11541,33,13
734,20220403,2,3,14958,78,15
735,20241114,2,4,4189,77,9
736,20250209,3,1,3017,23,3
737,20220629,1,1,16021,69,23
738,20210212,6,3,17431,47,4
739,20250815,3,4,3390,20,3
740,20230315,5,2,8262,25,7
741,20251109,6,4,2280,61,4
742,20220601,4,5,9693,56,2
743,20240603,3,1,5746,41,24
744,20211122,1,3,6026,40,22
745,20250411,4,3,9782,70,15
746,20210727,2,1,14969,86,16
747,20250906,5,4,12973,3,15
748,20231109,4,4,8419,20,10
749,20211202,2,2,2217,27,16
750,20210711,4,1,7034,18,16
751,20210325,6,1,18927,63,15
752,20220606,4,4,3652,18,24
753,20220906,1,1,6757,80,14
754,20210725,2,4,7286,88,3
755,20231126,2,5,18808,1,16
756,20211209,3,3,16291,16,21
757,20230430,3,1,19288,88,14
758,20211025,5,1,7200,78,18
759,20211124,5,5,19439,92,18
760,20240425,3,3,7695,12,14
761,20231204,4,2,7341,27,2
762,20240516,5,4,17304,48,14
763,20250507,4,1,2591,90,23
764,20241120,1,4,9724,50,11
765,20220315,3,1,2199,17,11
766,20250404,2,4,5488,45,7
767,20240714,3,1,2389,22,3
768,20240814,6,3,2894,51,8
769,20251013,5,1,11918,27,0
770,20220120,3,2,14411,93,2
771,20220503,3,1,3613,25,18
772,20210921,5,1,17949,4,15
773,20210527,5,1,15387,22,15
774,20231124,2,4,11851,19,20
775,20250623,2,1,16941,48,2
776,20250510,2,5,17181,67,16
777,20210614,4,1,5887,53,11
778,20221002,4,4,16133,53,19
779,20220605,1,2,8532,15,4
780,20230111,4,4,3315,53,13
781,20251022,4,1,6368,57,15
782,20240506,4,2,1986,79,10
783,20220504,1,3,5046,87,4
784,20241211,6,1,18834,28,14
785,20211116,1,2,14424,5,23
786,20230615,1,1,13616,18,8
787,20221005,4,4,10720,62,12
788,20250709,6,1,15185,53,17
789,20210108,5,3,6585,64,10
790,20231125,5,4,19454,76,12
791,20230113,3,2,3999,22,3
792,20230413,5,3,18321,73,17
793,20220212,4,1,9356,16,15
794,20240807,1,4,19007,70,13
795,20250522,1,5,11370,84,23
796,20210929,6,2,1016,99,9
797,20231220,5,1,4919,63,17
798,20220730,1,5,19993,8,1
799,20250803,1,3,4351,59,12
800,20240516,2,1,16163,7,23
801,20241007,3,1,9195,82,11
802,20221229,1,1,14184,66,1
803,20211030,1,3,12673,14,11
804,20251010,6,4,13254,43,1
805,20220328,2,3,5514,36,23
806,20240821,3,1,8684,19,14
807,20240129,2,4,12951,83,10
808,20240322,6,3,6168,93,8
809,20220626,2,2,8358,95,19
810,20210608,2,4,12330,7,6
811,20240421,5,3,13253,40,19
812,20221130,2,5,18070,42,3
813,20240129,5,5,3574,99,0
814,20250801,4,3,11265,78,16
815,20210915,1,4,15250,85,16
816,20231028,6,3,19655,25,0
817,20240102,6,4,11228,81,3
818,20231126,1,4,1797,53,5
