Shipment_ID,Date_ID,Region_ID,Delivery_Time,Delay_Flag,Shipment_Cost
523,20210709,6,9,1,11829
524,20230709,6,1,0,9671
525,20251221,6,11,1,14856
526,20230211,5,13,0,9469
527,20240403,7,1,0,3942
528,20241220,2,1,0,3341
529,20221015,6,9,0,1049
530,20250506,6,3,0,17353
531,20250318,2,12,0,2693
532,20250104,5,2,0,14493
533,20250618,7,2,0,6665
534,20240906,5,2,0,13340
535,20210823,2,3,0,13682
536,20231005,1,4,0,16833
537,20220408,4,7,0,2906
538,20250329,4,1,0,18460
539,20220815,3,4,1,19314
540,20250129,3,3,0,9724
541,20230701,1,6,0,19671
542,20210323,5,4,0,12762
543,20250122,3,13,0,19446
544,20251114,4,9,0,9364
545,20230806,6,6,1,3023
546,20241216,6,12,0,19028
547,20240624,3,11,0,9395
548,20230303,3,4,0,8074
549,20220809,6,3,0,12607
550,20220827,7,11,0,11231
551,20241110,1,1,0,8699
552,20220504,2,4,1,15111
553,20221123,1,4,1,8827
554,20210415,5,1,0,2704
555,20210801,5,10,1,17376
556,20210520,7,10,0,6947
557,20250909,5,8,0,2261
558,20220512,7,10,0,11785
559,20240528,6,2,0,6483
560,20210228,6,7,0,17802
561,20220131,2,7,0,9221
562,20220526,2,11,0,1925
563,20220118,2,12,0,8902
564,20210425,5,11,0,6553
565,20240515,6,9,0,1991
566,20250514,7,7,0,17791
567,20211114,3,12,0,16831
568,20250409,2,5,0,8468
569,20250519,4,12,1,18099
570,20220323,1,14,0,6296
571,20220830,1,2,0,10763
572,20251212,5,11,0,18976
573,20230317,1,9,0,6572
574,20230413,3,3,0,9347
575,20210407,7,10,0,12902
576,20231221,3,2,1,3952
577,20210801,3,1,0,8690
578,20220123,2,5,0,14630
579,20211203,2,9,0,9769
580,20231111,6,9,0,11272
581,20240707,7,12,0,16724
582,20231003,1,3,0,12937
583,20221202,4,10,0,15666
584,20211023,7,7,1,12839
585,20230813,7,14,0,10669
586,20211216,2,11,0,3341
587,20241117,4,10,0,2547
588,20241013,7,12,0,8500
589,20230215,2,6,0,10207
590,20240303,5,10,1,11564
591,20230724,1,14,0,2321
592,20240828,5,14,0,2894
593,20230719,1,1,0,18224
594,20231101,4,3,0,16135
595,20220329,7,7,0,10804
596,20240203,2,2,0,15535
597,20221220,4,5,1,17236
598,20230312,1,9,0,7420
599,20230126,6,9,0,12371
600,20221223,7,1,0,14671
601,20231028,7,3,0,17918
602,20230322,2,7,0,6151
603,20241106,1,8,1,13444
604,20210201,7,12,0,7556
605,20231103,4,3,0,5795
606,20221029,1,6,0,16862
607,20220311,3,7,0,5262
608,20240326,5,5,0,14136
609,20230411,1,7,1,13403
610,20250313,4,10,0,17663
611,20220925,6,9,0,14249
612,20250512,6,1,0,5683
613,20220615,7,11,0,10953
614,20230311,3,1,0,11232
615,20220312,6,13,1,14375
616,20220410,7,3,0,1720
617,20221109,4,13,0,18994
618,20231122,7,9,0,18573
619,20251029,2,6,0,2776
620,20230110,1,12,0,18867
621,20220212,2,14,0,16142
622,20210617,2,1,0,5243
623,20231211,1,9,0,14671
624,20220718,7,6,1,2951
625,20210720,4,3,0,2060
626,20230106,7,11,1,17685
627,20230219,5,5,0,9472
628,20251125,6,13,0,12563
629,20250330,2,11,0,4302
630,20250618,1,6,0,2342
631,20231212,4,2,0,3552
632,20230326,7,13,0,9263
633,20240808,6,2,0,14024
634,20240110,2,14,0,16157
635,20251013,3,8,1,1285
636,20230608,7,8,0,13725
637,20230323,6,11,0,15019
638,20210712,2,11,1,16135
639,20211208,6,8,0,13297
640,20230130,7,12,0,6912
641,20240902,1,1,0,5033
642,20241022,5,2,0,7076
643,20250621,1,9,0,7263
644,20240731,7,5,1,5828
645,20210812,2,1,1,3314
646,20240101,6,10,0,17616
647,20240701,2,14,0,729
648,20241001,7,2,0,15248
649,20240926,3,10,0,19001
650,20250514,2,6,0,15555
651,20250121,7,8,0,2742
652,20220901,6,6,0,13938
653,20220305,3,9,0,5135
654,20250209,1,7,0,11390
655,20210624,5,6,0,6324
656,20250512,4,3,0,2831
657,20250909,5,5,1,4379
658,20211216,4,9,0,3078
659,20251210,6,5,0,13437
660,20230622,5,12,0,10004
661,20250727,2,2,0,19834
662,20250616,5,3,0,9772
663,20220527,3,14,0,7218
664,20250526,2,8,0,2817
665,20250819,5,5,0,8583
666,20250805,2,2,0,14282
667,20250903,6,6,0,18161
668,20230527,5,11,0,8393
669,20230408,7,1,0,5020
670,20250711,5,2,0,8970
671,20250421,4,2,0,1281
672,20250130,7,11,0,7496
673,20230512,4,6,0,1877
674,20220606,7,14,1,10376
675,20221127,2,2,1,1061
676,20221207,7,11,0,19808
677,20220502,3,4,0,13841
678,20251127,3,8,1,9556
679,20220629,6,9,0,18083
680,20220205,2,4,0,8942
681,20230118,4,9,0,15713
682,20220805,2,7,0,4840
683,20210131,6,14,0,7386
684,20240404,1,6,0,19399
685,20220909,3,7,0,3592
686,20231130,7,12,0,15243
687,20220227,7,2,1,15340
688,20230210,4,6,1,14657
689,20211206,2,9,0,6221
690,20220201,4,8,1,16883
691,20220920,5,7,0,4078
692,20221101,6,6,1,4835
693,20250318,5,10,0,15949
694,20230115,4,8,1,7719
695,20230915,6,9,1,3193
696,20231018,4,14,1,10577
697,20210201,5,6,0,18598
698,20210830,3,8,0,7967
699,20230326,3,12,1,7161
700,20240227,3,9,0,6948
701,20221127,4,4,0,18247
702,20230228,7,7,0,5846
703,20241230,7,14,0,1823
704,20210122,2,6,0,14759
705,20250214,4,6,0,13082
706,20240412,2,7,1,2154
707,20250212,6,11,0,2019
708,20250801,4,10,0,6351
709,20230811,5,9,0,15633
710,20240830,2,7,0,8430
711,20230722,7,11,1,5348
712,20241001,5,13,0,3168
713,20231016,1,6,0,19036
714,20230729,5,14,0,19452
715,20220727,6,7,0,10829
716,20240117,2,1,1,7879
717,20210719,7,1,1,8505
718,20230507,6,6,0,2709
719,20230322,4,4,1,845
720,20230213,6,11,0,10401
721,20240119,6,7,0,1930
722,20220502,7,2,0,2046
723,20210710,5,14,0,14235
724,20230510,6,4,0,4996
725,20230623,2,10,0,14644
726,20210519,2,3,1,3566
727,20231004,2,3,0,7958
728,20210920,1,5,0,4526
729,20210222,6,9,0,9579
730,20220702,3,8,0,5324
731,20221209,6,8,0,3983
732,20210531,1,9,0,15566
733,20221223,5,11,0,7589
734,20250820,5,14,1,5894
735,20211119,5,6,0,2410
736,20211113,5,8,0,9479
737,20210513,7,9,1,14558
738,20230510,5,7,0,4241
739,20210310,3,9,0,11741
740,20220308,1,7,0,18482
741,20210406,5,8,0,10229
742,20240721,7,1,0,13047
743,20221124,7,3,0,13836
744,20240304,7,6,0,6713
745,20240630,7,10,0,8871
746,20221107,1,7,0,11433
747,20211214,7,13,0,11837
748,20211106,2,11,0,5294
749,20240505,5,13,0,6312
750,20240713,6,14,0,7177
751,20210527,3,8,0,7037
752,20230118,3,7,1,2648
753,20230104,6,14,0,8498
754,20240301,3,4,1,11832
755,20231013,4,14,0,18204
756,20220903,4,12,0,7142
757,20211010,6,1,0,998
758,20211106,5,1,0,2736
759,20220512,2,6,0,7924
760,20221216,6,3,0,15436
761,20240818,2,11,0,1659
762,20250201,5,12,0,3971
763,20231015,1,8,1,16548
764,20251105,5,5,0,14908
765,20241012,4,3,1,11132
766,20210709,4,11,1,8861
767,20220630,7,10,0,19881
768,20240622,7,6,0,15402
769,20240105,2,5,0,18492
770,20250721,2,7,0,8055
771,20220708,1,14,0,9598
772,20221008,6,11,0,1981
773,20230623,6,10,0,17374
774,20221213,7,11,0,17840
775,20250214,3,2,0,954
776,20240327,5,8,0,12192
777,20240828,2,2,1,19231
778,20220601,5,4,0,19584
779,20240122,3,6,1,17378
780,20210617,1,6,1,11717
781,20211125,6,12,1,17424
782,20241028,3,1,0,1148
783,20230906,2,2,0,12528
784,20210203,4,10,0,17013
785,20220717,3,10,0,5540
786,20240331,5,3,0,15656
787,20210206,3,3,0,7292
788,20211020,2,8,1,14782
789,20240521,5,4,0,9379
790,20240618,3,13,0,7894
791,20210305,2,1,0,7351
792,20210210,7,3,0,5616
793,20250714,2,11,0,1789
794,20221001,5,12,0,13997
795,20230301,2,6,1,18381
796,20230329,5,6,0,9022
797,20240501,5,14,0,18350
798,20240806,7,8,1,17849
799,20241003,1,13,0,8748
800,20220505,7,7,0,9161
801,20230601,1,5,0,18593
802,20231202,3,14,0,2886
803,20241011,3,6,1,6241
804,20220902,2,8,0,14581
805,20220411,4,4,1,16804
806,20230515,6,4,0,981
807,20230507,3,6,0,2047
808,20240113,6,9,0,7124
809,20210915,3,5,0,17620
810,20221023,5,10,0,3746
811,20210610,7,11,1,17390
812,20240912,3,12,0,12099
813,20251124,4,13,1,5263
814,20210211,5,3,0,2286
815,20250721,5,8,0,15180
816,20220520,6,4,0,979
817,20220310,7,14,0,15025
818,20241005,6,11,0,7190
819,20241129,5,6,0,14769
820,20220719,6,11,0,2771
821,20250510,7,1,0,9561
822,20220602,2,10,0,17217
823,20241004,7,13,0,19066
824,20250713,7,9,1,2236
825,20210709,3,13,0,18703
826,20210828,1,12,0,12004
827,20251227,6,6,0,13937
828,20211025,6,14,0,16590
829,20230219,1,2,1,10444
830,20230906,4,6,0,2449
831,20230105,3,6,0,4839
832,20220807,1,4,1,8117
833,20250921,5,13,0,4940
834,20230810,3,5,0,2088
835,20220602,4,3,0,16006
836,20240623,7,6,0,3024
837,20240118,5,2,1,18737
838,20241201,3,10,0,1905
839,20210320,1,6,0,2834
840,20230509,7,2,1,688
841,20250620,4,13,0,15476
842,20230731,4,12,0,16285
843,20211225,5,12,0,5566
844,20240312,3,3,0,4628
845,20251210,3,10,0,7094
846,20230408,3,1,0,2659
847,20251206,4,3,1,16992
848,20250326,2,5,0,5091
849,20221204,6,4,0,4450
850,20220112,5,5,0,7696
851,20210907,1,10,1,8380
852,20210210,6,6,0,12558
853,20240729,4,1,0,4926
854,20250317,2,13,1,16485
855,20230306,6,9,0,2107
856,20250729,5,8,0,16149
857,20250106,1,10,0,19800
858,20211204,7,1,0,6815
859,20230804,1,12,0,3288
860,20210103,5,7,0,14697
861,20251130,7,13,0,1679
862,20220514,5,8,0,1003
863,20221220,5,12,0,17991
864,20210314,2,2,0,1502
865,20211214,6,4,0,9320
866,20220610,5,8,0,9362
867,20220204,1,2,0,16560
868,20210421,1,1,1,2874
869,20250301,1,14,0,15826
870,20250218,6,7,0,5697
871,20231124,1,13,0,5629
872,20250725,3,11,0,3290
873,20220709,7,1,0,14644
874,20250605,3,7,1,9848
875,20211217,5,6,0,12606
876,20250331,2,4,0,8589
877,20230316,2,2,0,17862
878,20231023,7,11,0,16948
879,20251029,2,2,0,15730
880,20240402,4,5,0,3636
881,20220505,6,8,0,18010
882,20230223,7,9,0,5750
883,20241208,5,13,0,18932
884,20241204,2,10,0,5145
885,20221001,4,12,0,10731
886,20250827,4,11,0,2973
887,20241101,5,3,0,4046
888,20240111,1,7,0,6244
889,20220722,1,12,1,16180
890,20210526,5,3,0,17573
891,20210410,4,2,0,13638
892,20241201,4,5,0,2918
893,20210714,2,14,0,7358
894,20210317,5,4,0,1788
895,20250528,5,2,0,9199
896,20230816,3,2,0,14933
897,20221024,5,8,0,5224
898,20251219,1,13,0,14896
899,20230201,4,4,0,12985
900,20230506,3,1,0,12925
901,20240105,3,2,1,15698
902,20211021,1,6,1,7657
903,20210628,3,13,1,19449
904,20251110,7,5,0,5244
905,20250201,5,1,1,7393
906,20240105,5,14,0,6563
907,20230322,3,11,0,11655
908,20211012,3,7,0,7999
909,20211018,2,1,0,4171
910,20240807,1,11,0,16226
911,20251116,1,12,0,19770
912,20231127,5,12,0,15942
913,20210713,2,13,0,19699
914,20220314,1,13,1,6062
915,20210828,5,1,0,18822
916,20220703,3,13,0,891
917,20251202,3,6,0,11395
918,20230906,1,8,0,11869
919,20210314,4,14,0,15662
920,20210708,4,2,0,8062
921,20251111,6,5,0,1372
922,20211108,5,8,1,17504
923,20220921,3,1,0,16199
924,20230807,3,1,1,17490
925,20240506,6,9,0,18750
926,20220324,3,2,0,13053
927,20210402,5,11,1,19026
928,20230330,7,8,0,7844
